date,last,open,high,low,volume,change_percent
2025-05-28,16290.0,16287.5,16312.5,16275.0,,0.11
2025-05-29,16290.0,16290.0,16290.0,16290.0,,0.0
2025-05-30,16290.0,16290.0,16290.0,16290.0,,0.0
2025-06-02,16245.0,16320.0,16337.5,16245.0,,-0.28
2025-06-03,16285.0,16275.0,16312.5,16257.0,,0.25
2025-06-04,16290.0,16302.5,16317.5,16287.0,,0.03
2025-06-05,16275.0,16275.0,16292.5,16257.5,,-0.09
2025-06-06,16275.0,16275.0,16275.0,16275.0,,0.0
2025-06-09,16275.0,16275.0,16275.0,16275.0,,0.0
2025-06-10,16270.0,16270.0,16290.0,16259.5,,-0.03
2025-06-11,16255.0,16270.0,16272.5,16254.5,,-0.09
2025-06-12,16235.0,16245.0,16257.5,16215.0,,-0.12
2025-06-13,16295.0,16265.0,16312.5,16257.5,,0.37
2025-06-16,16265.0,16307.5,16317.5,16264.5,,-0.18
2025-06-17,16280.0,16297.5,16307.5,16259.5,,0.09
2025-06-18,16300.0,16310.0,16330.0,16295.0,,0.12
2025-06-19,16395.0,16350.0,16412.5,16342.0,,0.58
2025-06-20,16385.0,16372.5,16412.5,16362.5,,-0.06
2025-06-23,16485.0,16355.0,16497.5,16355.0,,0.61
2025-06-24,16350.0,16375.0,16397.5,16340.0,,-0.82
2025-06-25,16290.0,16272.5,16302.5,16255.0,,-0.37
2025-06-26,16204.0,16295.0,16295.0,16192.5,,-0.53
2025-06-27,16204.0,16204.0,16204.0,16204.0,,0.0
2025-06-30,16235.0,16212.5,16257.5,16190.0,,0.19
2025-07-01,16190.0,16170.0,16214.0,16162.5,,-0.28
2025-07-02,16240.0,16202.5,16248.5,16200.0,,0.31
2025-07-03,16190.0,16205.0,16225.0,16187.5,,-0.31
2025-07-04,16185.0,16222.5,16237.5,16175.0,,-0.03
2025-07-07,16230.0,16210.0,16244.0,16207.5,,0.28
2025-07-08,16205.0,16270.0,16277.5,16205.0,,-0.15
2025-07-09,16242.5,16250.0,16265.0,16235.0,,0.23
2025-07-10,16220.0,16245.0,16245.0,16205.0,,-0.14
2025-07-11,16210.0,16227.5,16235.0,16209.0,,-0.06
2025-07-14,16245.0,16225.0,16262.0,16220.0,,0.22
2025-07-15,16260.0,16267.5,16296.0,16255.0,,0.09
2025-07-16,16270.0,16265.0,16297.5,16247.5,,0.06
2025-07-17,16330.0,16290.0,16342.5,16285.0,,0.37
2025-07-18,16290.0,16325.0,16325.0,16287.0,,-0.24
2025-07-21,16310.0,16315.0,16339.0,16305.0,,0.12
2025-07-22,16310.0,16312.5,16320.0,16288.5,,0.0
2025-07-23,16290.0,16275.0,16306.5,16267.5,,-0.12
2025-07-24,16285.0,16270.0,16295.5,16257.5,,-0.03
2025-07-25,16315.0,16327.5,16336.0,16310.0,,0.18
2025-07-28,16340.0,16325.0,16355.0,16320.0,,0.15
2025-07-29,16394.5,16375.0,16411.5,16372.5,,0.33
2025-07-30,16390.0,16362.5,16400.5,16360.0,,-0.03
2025-07-31,16455.0,16437.5,16466.0,16430.0,,0.4
2025-08-01,16490.0,16512.5,16515.0,16476.5,,0.21
2025-08-04,16390.0,16425.0,16425.0,16372.5,,-0.61
2025-08-05,16380.0,16370.0,16396.5,16362.5,,-0.06
2025-08-06,16360.0,16390.0,16395.0,16359.0,,-0.12
2025-08-07,16290.0,16325.0,16337.5,16285.0,,-0.43
2025-08-08,16290.0,16305.0,16332.5,16275.0,,0.0
2025-08-11,16270.0,16252.5,16278.5,16230.0,,-0.12
2025-08-12,16285.0,16280.0,16349.0,16277.5,,0.09
2025-08-13,16194.0,16260.0,16270.0,16193.5,,-0.56
2025-08-14,16110.5,16110.0,16130.0,16085.0,,-0.52
2025-08-15,16160.0,16150.0,16171.5,16139.5,,0.31
2025-08-18,16160.0,16160.0,16160.0,16160.0,,0.0
2025-08-19,16240.0,16220.0,16291.5,16215.0,,0.5
2025-08-20,16267.5,16290.0,16322.5,16265.0,,0.17
2025-08-21,16285.0,16270.0,16295.0,16267.0,,0.11
2025-08-22,16340.0,16322.5,16361.0,16310.0,,0.34
2025-08-25,16254.5,16245.0,16267.5,16236.5,,-0.52
2025-08-26,16294.5,16265.0,16305.0,16254.0,,0.25
2025-08-27,16360.0,16320.0,16372.5,16315.0,,0.4
2025-08-28,16345.0,16355.0,16379.0,16330.0,,-0.09
2025-08-29,16490.0,16350.0,16500.0,16350.0,,0.89
2025-09-01,16415.0,16475.0,16502.5,16410.0,,-0.45
2025-09-02,16400.0,16430.0,16450.0,16387.5,,-0.09
2025-09-03,16414.5,16435.0,16445.0,16410.0,,0.09
2025-09-04,16420.0,16445.0,16457.5,16417.5,,0.03
2025-09-05,16420.0,16420.0,16420.0,16420.0,,0.0
2025-09-08,16304.0,16385.0,16392.5,16294.0,,-0.71
2025-09-09,16475.0,16460.0,16502.5,16410.0,,1.05
2025-09-10,16460.0,16467.5,16477.5,16439.0,,-0.09
2025-09-11,16460.0,16450.0,16476.5,16437.5,,0.0
2025-09-12,16377.5,16422.5,16437.5,16370.0,,-0.5
2025-09-15,16410.0,16418.5,16436.0,16385.0,,0.2
2025-09-16,16440.0,16385.0,16445.0,16360.5,,0.18
2025-09-17,16430.0,16415.0,16450.0,16406.5,,-0.06
2025-09-18,16505.0,16455.0,16525.0,16455.0,,0.46
2025-09-19,16590.0,16565.0,16590.0,16548.5,,0.51
2025-09-22,16605.0,16625.0,16642.5,16578.5,,0.09
2025-09-23,16665.0,16585.0,16672.5,16582.5,,0.36
2025-09-24,16675.0,16685.0,16695.0,16660.0,,0.06
2025-09-25,16740.0,16715.0,16766.0,16700.0,,0.39
2025-09-26,16730.0,16770.0,16800.0,16727.5,,-0.06
2025-09-29,16670.0,16660.0,16687.5,16640.0,,-0.36
2025-09-30,16665.0,16675.0,16700.0,16660.0,,-0.03
2025-10-01,16605.0,16660.0,16705.5,16605.0,,-0.36
2025-10-02,16585.0,16597.5,16622.5,16582.5,,-0.12
2025-10-03,16535.0,16615.0,16630.0,16529.0,,-0.3
2025-10-06,16550.0,16557.5,16610.0,16542.5,,0.09
2025-10-07,16540.0,16580.0,16600.0,16525.0,,-0.06
2025-10-08,16560.0,16610.0,16624.0,16557.5,,0.12
2025-10-09,16545.0,16555.0,16567.5,16509.5,,-0.09
2025-10-10,16550.0,16577.5,16597.5,16550.0,,0.03
2025-10-13,16560.0,16580.0,16592.5,16557.5,,0.06
2025-10-14,16575.0,16560.0,16595.0,16549.5,,0.09
2025-10-15,16565.0,16590.0,16595.0,16563.5,,-0.06
2025-10-16,16570.0,16570.0,16587.5,16560.0,,0.03
2025-10-17,16580.0,16580.0,16595.0,16577.5,,0.06
2025-10-20,16575.0,16575.0,16595.0,16554.0,,-0.03
2025-10-21,16590.0,16570.0,16597.5,16565.0,,0.09
2025-10-22,16575.0,16605.0,16627.5,16575.0,,-0.09
2025-10-23,16620.0,16610.0,16652.5,16605.0,,0.27
2025-10-24,16595.0,16624.0,16643.0,16595.0,,-0.15
2025-10-27,16615.0,16600.0,16642.5,16592.5,,0.12
2025-10-28,16605.0,16625.0,16634.0,16605.0,,-0.06
2025-10-29,16615.0,16607.5,16635.5,16605.0,,0.06
2025-10-30,16640.0,16605.0,16650.0,16605.0,,0.15
2025-10-31,16630.0,16622.5,16637.5,16600.0,,-0.06
2025-11-03,16655.0,16635.0,16673.5,16627.5,,0.15
2025-11-04,16697.0,16710.0,16734.0,16694.5,,0.25
2025-11-05,16705.0,16730.0,16745.0,16702.5,,0.05
2025-11-06,16694.0,16700.0,16716.0,16683.5,,-0.07
2025-11-07,16684.5,16717.5,16725.0,16680.0,,-0.06
2025-11-10,16650.0,16670.0,16682.5,16645.0,,-0.21
2025-11-11,16685.0,16705.0,16712.5,16682.5,,0.21
2025-11-12,16697.0,16700.0,16727.5,16684.5,,0.07
2025-11-13,16725.0,16725.0,16738.5,16717.5,,0.17
2025-11-14,16694.0,16705.0,16717.5,16694.0,,-0.19
2025-11-17,16725.0,16712.5,16738.0,16710.0,,0.19
2025-11-18,16740.0,16740.0,16765.0,16732.5,,0.09
2025-11-19,16692.5,16740.0,16757.5,16687.5,,-0.28
2025-11-20,16730.0,16740.0,16755.0,16725.0,,0.22
2025-11-21,16694.0,16740.0,16741.0,16694.0,,-0.22
2025-11-24,16692.5,16710.0,16720.0,16692.5,,-0.01
2025-11-25,16660.0,16670.0,16688.5,16655.0,,-0.19
2025-11-26,16660.0,16647.5,16682.5,16640.0,,0.0
2025-11-27,16640.0,16630.0,16652.5,16620.0,,-0.12
2025-11-28,16655.0,16637.5,16670.0,16632.5,,0.09
2025-12-01,16655.0,16660.0,16675.0,16650.0,,0.0
2025-12-02,16620.0,16632.5,16647.5,16615.0,,-0.21
2025-12-03,16620.0,16625.0,16637.5,16617.5,,0.0
2025-12-04,16645.0,16630.0,16655.5,16626.5,,0.15
2025-12-05,16640.0,16655.0,16667.5,16640.0,,-0.03
2025-12-08,16690.0,16660.0,16696.5,16650.0,,0.3
2025-12-09,16665.0,16690.0,16697.5,16659.5,,-0.15
2025-12-10,16685.0,16685.0,16696.5,16676.0,,0.12
2025-12-11,16670.0,16655.0,16682.5,16639.0,,-0.09
2025-12-12,16640.0,16647.5,16675.0,16627.5,,-0.18
2025-12-15,16665.0,16640.0,16673.5,16640.0,,0.15
2025-12-16,16690.0,16672.5,16695.0,16670.0,,0.15
2025-12-17,16685.0,16675.0,16710.0,16665.0,,-0.03
2025-12-18,16715.0,16702.5,16732.5,16695.0,,0.18
2025-12-19,16740.0,16715.0,16750.0,16706.5,,0.15
2025-12-22,16770.0,16737.5,16785.0,16737.5,,0.18
2025-12-23,16770.0,16755.0,16800.0,16745.0,,0.0
2025-12-24,16755.0,16770.0,16782.5,16749.0,,-0.09
2025-12-25,16755.0,16755.0,16755.0,16755.0,,0.0
2025-12-26,16755.0,16755.0,16755.0,16755.0,,0.0
2025-12-29,16785.0,16760.0,16795.0,16757.5,,0.18
2025-12-30,16760.0,16780.0,16789.0,16760.0,,-0.15
2025-12-31,16675.0,16715.0,16742.5,16675.0,,-0.51
2026-01-01,16675.0,16675.0,16675.0,16675.0,,0.0
2026-01-02,16720.0,16695.0,16734.0,16690.0,,0.27
2026-01-05,16740.0,16715.0,16762.5,16712.5,,0.12
2026-01-06,16750.0,16745.0,16769.0,16730.0,,0.06
2026-01-07,16775.0,16760.0,16790.5,16755.0,,0.15
2026-01-08,16790.0,16787.5,16805.0,16785.0,,0.09
2026-01-09,16800.0,16830.0,16846.5,16800.0,,0.06
2026-01-12,16830.0,16837.5,16858.5,16830.0,,0.18
2026-01-13,16865.0,16845.0,16881.5,16845.0,,0.21
2026-01-14,16860.0,16865.0,16876.0,16856.5,,-0.03
2026-01-15,16885.0,16835.0,16894.5,16830.0,,0.15
2026-01-16,16885.0,16885.0,16885.0,16885.0,,0.0
2026-01-19,16940.0,16875.0,16952.5,16875.0,,0.33
2026-01-20,16950.0,16970.0,16987.5,16947.5,,0.06
2026-01-21,16935.0,16945.0,16971.0,16930.0,,-0.09
2026-01-22,16885.0,16925.0,16935.0,16796.5,,-0.3
2026-01-23,16815.0,16825.0,16849.0,16810.0,,-0.41
2026-01-26,16775.0,16795.0,16802.5,16755.0,,-0.24
2026-01-27,16765.0,16777.5,16812.5,16765.0,,-0.06
2026-01-28,16705.0,16720.0,16745.0,16680.0,,-0.36
2026-01-29,16747.5,16750.0,16805.0,16745.0,,0.25
2026-01-30,16785.0,16795.0,16815.0,16777.5,,0.22
2026-02-02,16790.0,16790.0,16812.5,16763.5,,0.03
2026-02-03,16760.0,16760.0,16786.5,16757.5,,-0.18
2026-02-04,16770.0,16765.0,16777.5,16757.5,,0.06
2026-02-05,16830.0,16785.0,16834.0,16782.5,,0.36
2026-02-06,16865.0,16872.5,16894.0,16860.0,,0.21
2026-02-09,16800.0,16865.0,16872.5,16799.0,,-0.39
2026-02-10,16795.0,16795.0,16852.5,16773.0,,-0.03
2026-02-11,16780.0,16775.0,16794.0,16759.0,,-0.09
2026-02-12,16815.0,16800.0,16832.5,16800.0,,0.21
2026-02-13,16830.0,16820.0,16855.0,16817.5,,0.09
2026-02-16,16830.0,16830.0,16830.0,16830.0,,0.0
2026-02-17,16830.0,16830.0,16830.0,16830.0,,0.0
2026-02-18,16880.0,16845.0,16893.5,16837.5,,0.3
2026-02-19,16875.0,16890.0,16936.5,16875.0,,-0.03
2026-02-20,16865.0,16882.5,16946.0,16855.0,,-0.06
2026-02-23,16790.0,16865.0,16865.0,16790.0,,-0.44
2026-02-24,16820.0,16820.0,16839.5,16812.5,,0.18
2026-02-25,16785.0,16840.0,16852.5,16784.0,,-0.21
2026-02-26,16755.0,16757.5,16781.0,16732.5,,-0.18
2026-02-27,16765.0,16767.5,16788.5,16761.5,,0.06
2026-03-02,16860.0,16822.5,16867.5,16814.5,,0.57
2026-03-03,16855.0,16860.0,16885.0,16844.0,,-0.03
2026-03-04,16885.0,16920.0,16932.5,16885.0,,0.18
2026-03-05,16880.0,16902.5,16907.5,16855.0,,-0.03
2026-03-06,16905.0,16917.5,16932.5,16902.5,,0.15
2026-03-09,16940.0,16990.0,16995.0,16937.5,,0.21
2026-03-10,16857.5,16865.0,16895.0,16842.5,,-0.49
2026-03-11,16870.0,16840.0,16872.5,16835.0,,0.07
2026-03-12,16890.0,16900.0,16909.0,16878.0,,0.12
2026-03-13,16940.0,16907.5,16946.0,16897.5,,0.3
2026-03-16,16990.0,16950.0,16997.5,16950.0,,0.3
2026-03-17,16980.0,16977.5,16992.5,16960.0,,-0.06
2026-03-18,16980.0,16980.0,16980.0,16980.0,,0.0
2026-03-19,16980.0,16980.0,16980.0,16980.0,,0.0
2026-03-20,16980.0,16980.0,16980.0,16980.0,,0.0
2026-03-23,16980.0,16980.0,16980.0,16980.0,,0.0
2026-03-24,16980.0,16980.0,16980.0,16980.0,,0.0
2026-03-25,16910.0,16915.0,16925.0,16870.0,,-0.41
2026-03-26,16900.0,16885.0,16907.5,16880.0,,-0.06
2026-03-27,16965.0,16922.5,16974.0,16922.5,,0.38
2026-03-30,16990.0,16985.0,16996.5,16977.5,,0.15
2026-03-31,16994.5,16985.0,16999.0,16985.0,,0.03
2026-04-01,16980.0,16992.0,17031.0,16957.5,,-0.09
2026-04-02,16994.5,16990.0,17027.5,16980.0,,0.09
2026-04-03,16994.5,16994.5,16994.5,16994.5,,0.0
2026-04-06,17035.0,17000.0,17047.5,16992.5,,0.24
2026-04-07,17094.5,17052.5,17107.5,17052.5,,0.35
2026-04-08,17010.0,16985.0,17025.5,16980.0,,-0.49
2026-04-09,17085.0,17040.0,17100.0,17027.5,,0.44
2026-04-10,17090.0,17080.0,17122.5,17076.5,,0.03
2026-04-13,17100.0,17125.0,17142.5,17100.0,,0.06
2026-04-14,17115.0,17125.0,17144.0,17115.0,,0.09
2026-04-15,17135.0,17117.5,17147.5,17110.0,,0.12
2026-04-16,17130.0,17137.5,17155.0,17113.5,,-0.03
2026-04-17,17185.0,17155.0,17195.0,17152.5,,0.32
2026-04-20,17170.0,17160.0,17187.5,17140.0,,-0.09
2026-04-21,17144.0,17145.0,17155.5,17117.5,,-0.15
2026-04-22,17175.0,17155.0,17187.5,17147.5,,0.18
2026-04-23,17285.0,17225.0,17322.5,17225.0,,0.64
2026-04-24,17192.5,17275.0,17294.0,17192.5,,-0.54
2026-04-27,17190.0,17210.0,17237.5,17187.5,,-0.01
2026-04-28,17215.0,17212.5,17249.0,17202.5,,0.15
2026-04-29,17280.0,17277.5,17337.5,17267.5,,0.38
2026-04-30,17310.0,17350.0,17387.5,17307.5,,0.17
2026-05-01,17310.0,17310.0,17310.0,17310.0,,0.0
2026-05-04,17370.0,17325.0,17390.0,17325.0,,0.35
2026-05-05,17415.0,17390.0,17447.5,17390.0,,0.26
2026-05-06,17385.0,17375.0,17420.0,17361.0,,-0.17
2026-05-07,17335.0,17320.0,17378.5,17320.0,,-0.29
2026-05-08,17365.0,17350.0,17391.5,17347.5,,0.17
2026-05-11,17410.0,17382.5,17424.0,17382.5,,0.26
2026-05-12,17494.5,17485.0,17529.0,17480.0,,0.49
2026-05-13,17465.0,17510.0,17537.5,17445.0,,-0.17
2026-05-14,17465.0,17465.0,17465.0,17465.0,,0.0
2026-05-15,17465.0,17465.0,17465.0,17465.0,,0.0
2026-05-18,17645.0,17640.0,17672.5,17595.0,,1.03
2026-05-19,17700.0,17675.0,17735.0,17670.0,,0.31
2026-05-20,17605.0,17755.0,17762.5,17605.0,,-0.54
2026-05-21,17645.0,17640.0,17727.5,17625.0,,0.23
2026-05-22,17695.0,17680.0,17727.5,17677.5,,0.28
2026-05-25,17735.0,17705.0,17755.0,17700.0,,0.23
2026-05-26,17780.0,17740.0,17800.0,17740.0,,0.25
2026-05-27,17780.0,17780.0,17780.0,17780.0,,0.0
2026-05-28,17780.0,17780.0,17780.0,17780.0,,0.0
2026-05-29,17870.0,17820.0,17892.0,17820.0,,0.51
2026-05-31,17870.0,17745.8,17870.0,17810.4,,0.0
2026-06-01,17822.0,17745.8,17932.4,17795.1,,-0.27
